138.225, 0.587, -0.469, 0, 90, 0, 
138.225, 0.587, -0.469, 0, 90, 0, 
138.225, 0.587, -0.469, 0, 90, 0, 
138.225, 0.587, -0.469, 0, 90, 0, 
138.225, 0.587, -0.469, 0, 90, 0, 
138.225, 0.587, -0.469, 0, 90, 0, 
138.225, 0.587, -0.469, 0, 90, 0, 
138.225, 0.587, -0.469, 0, 90, 0, 
138.225, 0.587, -0.469, 0, 90, 0, 
138.225, 0.587, -0.469, 0, 90, 0, 
138.225, 0.587, -0.469, 0, 90, 0, 
138.225, 0.587, -0.469, 0, 90, 0, 
138.225, 0.587, -0.469, 0, 90, 0, 
138.225, 0.587, -0.469, 0, 90, 0, 
138.225, 0.587, -0.469, 0, 90, 0, 
138.225, 0.587, -0.469, 0, 90, 0, 
138.225, 0.587, -0.469, 0, 90, 0, 
138.225, 0.587, -0.469, 0, 90, 0, 
138.225, 0.587, -0.469, 0, 90, 0, 
138.225, 0.587, -0.469, 0, 90, 0, 
138.225, 0.587, -0.469, 0, 90, 0, 
138.225, 0.587, -0.469, 0, 90, 0, 
138.225, 0.587, -0.469, 0, 90, 0, 
138.225, 0.587, -0.469, 0, 90, 0, 
138.225, 0.587, -0.469, 0, 90, 0, 
138.225, 0.587, -0.469, 0, 90, 0, 
138.225, 0.587, -0.469, 0, 90, 0, 
138.225, 0.587, -0.469, 0, 90, 0, 
138.225, 0.587, -0.469, 0, 90, 0, 
138.225, 0.587, -0.469, 0, 90, 0, 
138.225, 0.587, -0.469, 0, 90, 0, 
138.225, 0.587, -0.469, 0, 90, 0, 
138.225, 0.587, -0.469, 0, 90, 0, 
138.225, 0.587, -0.469, 0, 90, 0, 
138.225, 0.587, -0.469, 0, 90, 0, 
138.225, 0.587, -0.469, 0, 90, 0, 
138.225, 0.587, -0.469, 0, 90, 0, 
138.225, 0.587, -0.469, 0, 90, 0, 
138.225, 0.587, -0.469, 0, 90, 0, 
138.225, 0.587, -0.469, 0, 90, 0, 
138.225, 0.587, -0.469, 0, 90, 0, 
138.225, 0.587, -0.469, 0, 90, 0, 
138.225, 0.587, -0.469, 0, 90, 0, 
138.225, 0.587, -0.469, 0, 90, 0, 
138.225, 0.587, -0.469, 0, 90, 0, 
138.225, 0.587, -0.469, 0, 90, 0, 
138.225, 0.587, -0.469, 0, 90, 0, 
138.225, 0.587, -0.469, 0, 90, 0, 
138.225, 0.587, -0.469, 0, 90, 0, 
